ranks,median_seconds,min_seconds,max_seconds,speedup,efficiency
1,31.415531015,31.414743411000003,31.457666678000002,1.0,1.0
2,15.83449926,15.787384045000001,16.124386444,1.9839927047367838,0.9919963523683919
4,8.085235877,8.083866936000002,8.164142275,3.885542919578572,0.971385729894643
8,4.148358518999999,4.147517134,4.151851381999999,7.573002880805251,0.9466253601006563
16,2.1740151720000003,2.16919266,2.179777853,14.450465396752067,0.9031540872970042
32,1.198352293,1.1962403240000001,1.219898076,26.215605543135553,0.819237673222986
