ranks,median_seconds,min_seconds,max_seconds,speedup,efficiency
1,62.47500618,62.460686746,62.481534908,1.0,1.0
2,31.943219735000003,31.419596828,31.959869257,1.9558143073331613,0.9779071536665807
4,16.015657438,15.995171986999999,16.023374448000002,3.9008705338418963,0.9752176334604741
8,8.095070051,8.074097565,8.096195582,7.717660969750637,0.9647076212188296
16,4.096633045000001,4.093020459,4.1035368,15.250330086618726,0.9531456304136704
32,2.1245361750000002,2.110773782,2.12740951,29.406421465146384,0.9189506707858245
