ranks,median_seconds,min_seconds,max_seconds,speedup,efficiency
1,62.501873092,62.490035479,62.537045954999996,1.0,1.0
2,31.929849575999995,31.363511367999998,31.949766028,1.9574747116559985,0.9787373558279993
4,16.094816104,16.013925185999998,16.101567325,3.8833542855122514,0.9708385713780628
8,8.090331315,8.079069052,8.10151486,7.725502288901007,0.9656877861126258
16,4.096277306,4.09118874,4.097837602999999,15.258213353976478,0.9536383346235299
32,2.114628495,2.111628221,2.11777149,29.556904789557375,0.923653274673668
